# Date Range: 20220101-20221231,,,,,,,,,,
# Segments: ,,,,,,,,,,
"# Metrics: ""analytics.totalVisitors, analytics.newVisits, analytics.visits, analytics.bounceRate, analytics.avgPageviews, analytics.avgSessionTime, analytics.transactionsPerVisit, analytics.transactions, analytics.transactionRevenue""",,,,,,,,,,
"# Dimensions: ""analytics.medium, analytics.country""",,,,,,,,,,
# Metric Filters: ,,,,,,,,,,
# Dimension Filters: ,,,,,,,,,,
Medium,Country,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Revenue
meta,Slovakia,2,0,31,0.2580645161,3.451612903,720.7096774,0,0,0
metasearch,France,2,1,2,0,1,0.5,0,0,0
mobile-notification,Andorra,2,2,2,0.5,1.5,9,0,0,0
mobile-notification,Armenia,2,1,4,0.25,3,920.25,0,0,0
mobile-notification,Western Sahara,2,0,3,0.3333333333,2,470.3333333,0,0,0
mobile-notification,Jersey,2,2,2,1,1,0,0,0,0
mobile-notification,Jamaica,2,2,2,1,1,0,0,0,0
mobile-notification,Cayman Islands,2,2,2,0.5,2.5,88,0,0,0
mobile-notification,Kazakhstan,2,1,2,1,1,0,0,0,0
mobile-notification,Sri Lanka,2,2,2,1,1,0,0,0,0
mobile-notification,Mali,2,1,4,0.25,2.5,177.5,0,0,0
mobile-notification,Martinique,2,1,2,0,2.5,267,0,0,0
mobile-notification,Maldives,2,1,2,0.5,1.5,1,0,0,0
mobile-notification,Nicaragua,2,1,4,0.75,9.5,240,0,0,0
mobile-notification,Solomon Islands,2,1,2,0.5,1.5,139.5,0,0,0
mobile-notification,Togo,2,2,2,1,1,0,0,0,0
mobile-notification,Yemen,2,1,2,0,3.5,913.5,0,0,0
navbar,Antigua & Barbuda,2,0,8,0.5,4.875,581.75,0,0,0
navbar,Anguilla,2,0,3,0.6666666667,7,452.6666667,0,0,0
navbar,Burkina Faso,2,0,13,0.07692307692,5.692307692,578.1538462,0,0,0
navbar,Bermuda,2,0,9,0.8888888889,3.666666667,306.2222222,0,0,0
navbar,Belize,2,0,2,0.5,2.5,682.5,0,0,0
navbar,Curaçao,2,0,7,0.4285714286,4.142857143,396.4285714,0,0,0
navbar,Western Sahara,2,0,2,1,1,0,0,0,0
navbar,Grenada,2,0,2,0.5,1.5,493,0,0,0
navbar,Guinea,2,0,4,0.5,3.5,400.75,0,0,0
navbar,Guyana,2,0,2,1,1,0,0,0,0
navbar,Cayman Islands,2,0,2,0.5,2,491.5,0,0,0
navbar,Monaco,2,0,2,0.5,2.5,38,0,0,0
navbar,St. Martin,2,0,6,0.1666666667,2.166666667,285.3333333,0,0,0
navbar,Mali,2,0,2,0.5,2.5,457,0,0,0
navbar,New Caledonia,2,0,9,0.6666666667,2.222222222,46.88888889,0,0,0
navbar,Sierra Leone,2,0,2,0.5,1.5,18.5,0,0,0
navbar,Somalia,2,0,2,0.5,7.5,212.5,0,0,0
navbar,Syria,2,0,7,0.2857142857,6.571428571,380.1428571,0,0,0
navbar,Togo,2,0,14,0.1428571429,12.28571429,363.5714286,0,0,0
navbar,Mayotte,2,0,4,0.5,2.5,45.25,0,0,0
navbar\x0f\x0f\x0f\x0f\x0f\x0f\x0f\x0f\x0f\x0f\x0f\x0f\x0f\x0f\x0f,Germany,2,2,2,1,1,0,0,0,0
organic,Eritrea,2,2,2,0.5,4.5,138,0,0,0
organic,North Korea,2,0,2,0.5,7.5,468,0,0,0
organic,Nauru,2,1,2,0,11,68,0,0,0
page,United Arab Emirates,2,0,2,1,1,0,0,0,0
page,Belgium,2,0,2,0.5,3.5,710,0,0,0
page,Switzerland,2,1,4,0.5,3.5,383.25,0,0,0
page,Italy,2,0,5,0.2,7.4,633.6,0,0,0
page,Russia,2,1,3,1,1,0,0,0,0
paid-social,Barbados,2,2,2,1,1,0,0,0,0
paid-social,Dominican Republic,2,2,2,1,1,0,0,0,0
paid-social,Taiwan,2,2,2,1,1,0,0,0,0
paid-social,Zimbabwe,2,2,2,1,1,0,0,0,0
paidpromo,Romania,2,2,2,1,1,0,0,0,0
partners,United States,2,2,2,1,1,0,0,0,0
peoplebasedmarketing,Armenia,2,1,2,0.5,3,487.5,0,0,0
peoplebasedmarketing,American Samoa,2,0,2,0,1,0,0,0,0
peoplebasedmarketing,Bosnia & Herzegovina,2,0,2,0.5,1.5,15,0,0,0
peoplebasedmarketing,Botswana,2,0,2,0,12.5,837.5,0,0,0
peoplebasedmarketing,Congo - Kinshasa,2,1,3,0.6666666667,1,0.6666666667,0,0,0
peoplebasedmarketing,Curaçao,2,1,2,0,1,1,0,0,0
peoplebasedmarketing,Guam,2,0,3,0.3333333333,4.666666667,186,0,0,0
peoplebasedmarketing,Honduras,2,2,2,0,2,47.5,0,0,0
peoplebasedmarketing,Croatia,2,2,2,0.5,7,208,0,0,0
peoplebasedmarketing,Cayman Islands,2,0,3,0,11,1681.666667,0,0,0
peoplebasedmarketing,Kazakhstan,2,0,2,0.5,2,2.5,0,0,0
peoplebasedmarketing,Sri Lanka,2,0,3,0,1,2,0,0,0
peoplebasedmarketing,Nicaragua,2,2,2,0,1,5,0,0,0
peoplebasedmarketing,Panama,2,2,2,0.5,1,0.5,0,0,0
peoplebasedmarketing,Paraguay,2,0,3,0,2.333333333,107.3333333,0,0,0
peoplebasedmarketing,Russia,2,0,7,0.2857142857,2.142857143,454.2857143,0,0,0
peoplebasedmarketing,Sweden,2,1,3,0,7.333333333,313.6666667,0,0,0
peoplebasedmarketing,South Sudan,2,1,3,0,2.666666667,18.66666667,0,0,0
peoplebasedmarketing,El Salvador,2,1,9,0.1111111111,6.888888889,362.4444444,0,0,0
peoplebasedmarketing,Timor-Leste,2,0,3,0,5,189.3333333,0,0,0
ppd,Switzerland,2,1,3,0.6666666667,3,61,0,0,0
ppd,China,2,2,2,0.5,4.5,1306,0,0,0
ppd,Denmark,2,1,2,0,2.5,890,0,0,0
ppd,Greece,2,1,2,0.5,4.5,71,0,0,0
ppd,Israel,2,2,3,0.3333333333,4.666666667,32,0,0,0
ppd,Netherlands,2,1,2,0.5,2,80,0,0,0
ppd,Philippines,2,1,5,0.6,2.6,62.6,0,0,0
ppd,Sweden,2,0,4,0.5,2.75,316.75,0,0,0
promocode,Bulgaria,2,1,2,0.5,3.5,331.5,0.5,1,0
promocode,Indonesia,2,0,3,0.6666666667,3.666666667,110.3333333,0,0,0
promocode,Mexico,2,0,5,0.4,2.4,496.4,0.2,1,163
promocode,Philippines,2,2,2,0,3.5,658,0,0,0
push,Albania,2,2,2,0.5,1.5,213,0,0,0
push,Czechia,2,2,2,1,1,0,0,0,0
push,Spain,2,2,2,1,1,0,0,0,0
push,United Kingdom,2,2,2,1,1,0,0,0,0
push,Israel,2,1,2,0.5,1.5,69,0,0,0
push,Italy,2,2,2,1,1,0,0,0,0
push,Japan,2,2,2,1,1,0,0,0,0
push,(not set),2,0,2,0,0,0,1,2,289.11
referral,Niue,2,2,5,0.8,5.8,350.4,0,0,0
s-cpc,Germany,2,2,2,0.5,1.5,60.5,0,0,0
s-cpc,Spain,2,2,2,1,1,0,0,0,0
s-cpc,United Kingdom,2,1,9,0.4444444444,1.888888889,291.8888889,0,0,0
s-cpc,Slovakia,2,2,2,0.5,13,523.5,0,0,0
s-cpc,Trinidad & Tobago,2,2,2,1,1,0,0,0,0
s-cpc,United States,2,1,3,0.6666666667,1.333333333,2,0,0,0
s-cpm,Cook Islands,2,2,2,1,1,0,0,0,0
s-cpm,Dominica,2,2,2,1,1,0,0,0,0
s-cpm,North Korea,2,2,3,0.3333333333,1.666666667,178,0,0,0
s-cpm,Lesotho,2,2,2,1,1,0,0,0,0
s-cpm,Solomon Islands,2,2,2,1,1,0,0,0,0
s-cpm,Sierra Leone,2,2,2,1,1,0,0,0,0
s-cpm,Eswatini,2,2,2,1,1,0,0,0,0
s-cpm,British Virgin Islands,2,1,2,0.5,1.5,82,0,0,0
s-cpm,Vanuatu,2,1,3,0.3333333333,1.666666667,145.6666667,0,0,0
search-banner,Albania,2,0,3,0.3333333333,1,1,0,0,0
search-banner,Bangladesh,2,0,2,0.5,40,2205.5,0,0,0
search-banner,Costa Rica,2,0,3,0,7,226.6666667,0,0,0
search-banner,Denmark,2,1,2,0.5,1,0,0,0,0
search-banner,Finland,2,0,4,0.25,1.25,1144.5,0,0,0
search-banner,Guatemala,2,0,8,0.125,3.375,254.625,0,0,0
search-banner,Sri Lanka,2,2,2,0,2.5,346,0,0,0
search-banner,Latvia,2,1,2,0,2,9,0,0,0
search-banner,Myanmar (Burma),2,0,2,0.5,4.5,233.5,0,0,0
search-banner,Norway,2,0,3,0.3333333333,1.666666667,23.33333333,0,0,0
search-banner,Palestine,2,1,2,0.5,1,85,0,0,0
search-banner,Slovenia,2,1,2,0,2,33,0,0,0
search-banner,Taiwan,2,1,2,0.5,2.5,484,0.5,1,104.02
search-banner,Uruguay,2,0,2,0.5,2,37.5,0,0,0
searchads,United Kingdom,2,1,8,0.125,11.5,406.625,0,0,0
slack,Brazil,2,0,4,0.75,1.25,244.25,0,0,0
slack,Netherlands,2,2,2,1,1,0,0,0,0
slack,Poland,2,0,4,0.5,1,167,0,0,0
slack,United States,2,0,11,0.9090909091,1,15.72727273,0,0,0
sms,Norway,2,2,2,1,1,0,0,0,0
sms,Slovakia,2,2,3,0.3333333333,6,264.6666667,0,0,0
social,Afghanistan,2,2,2,1,1,0,0,0,0
social,Bahrain,2,2,2,1,1,0,0,0,0
social,Central African Republic,2,2,2,0.5,1.5,1.5,0,0,0
social,Iran,2,2,2,1,1,0,0,0,0
social,Myanmar (Burma),2,2,2,1,1,0,0,0,0
social,Mongolia,2,2,2,1,1,0,0,0,0
social,Palestine,2,2,3,1,1,0,0,0,0
social,U.S. Virgin Islands,2,2,2,1,1,0,0,0,0
Social,Bahrain,2,2,5,0.6,2.2,17.4,0,0,0
Social,Bermuda,2,2,2,0,3.5,241,0,0,0
Social,Cape Verde,2,1,2,1,1,0,0,0,0
Social,Fiji,2,2,2,1,1,0,0,0,0
Social,Guam,2,2,2,1,1,0,0,0,0
Social,Jamaica,2,2,3,0.6666666667,1.333333333,15,0,0,0
Social,Mali,2,1,2,1,1,0,0,0,0
Social,Mozambique,2,2,2,1,1,0,0,0,0
Social,Réunion,2,1,2,0.5,2.5,37.5,0,0,0
Social,Uganda,2,2,2,1,1,0,0,0,0
Social,Venezuela,2,1,2,1,1,0,0,0,0
Social,Zambia,2,1,2,1,1,0,0,0,0
social-media,Argentina,2,2,2,1,1,0,0,0,0
social-media,Colombia,2,1,2,0.5,2,13,0,0,0
social-media,Germany,2,2,2,0.5,2,17,0,0,0
social-media,Jordan,2,2,2,1,1,0,0,0,0
social-media,Japan,2,2,2,1,1,0,0,0,0
social-media,Romania,2,2,2,1,1,0,0,0,0
social-media,Tunisia,2,2,2,1,1,0,0,0,0
social-media,Vietnam,2,1,2,1,1,0,0,0,0
stories_banner,Australia,2,0,2,0,2,320,0,0,0
stories_banner,Bulgaria,2,0,3,0.3333333333,2.333333333,92.66666667,0,0,0
stories_banner,Switzerland,2,0,2,0,1,183,0,0,0
stories_banner,Spain,2,0,3,0.3333333333,1,116,0,0,0
stories_banner,Italy,2,0,2,0,5.5,492,0,0,0
stories_banner,Japan,2,0,3,0,2,298.3333333,0,0,0
stories_banner,Lithuania,2,0,2,0,17,398,0,0,0
stories_banner,Malaysia,2,0,3,0,5,158,0,0,0
stories_banner,Norway,2,0,4,0.25,2,308.75,0,0,0
stories_banner,Russia,2,1,19,0.5263157895,1.947368421,232.1052632,0,0,0
stories_banner,Saudi Arabia,2,0,2,0.5,1.5,123,0,0,0
stories_banner,Sweden,2,0,28,0.3571428571,2.821428571,127.9642857,0,0,0
stories-a,Hong Kong,2,1,4,0.25,2.5,610.25,0,0,0
stories-a,Slovenia,2,2,2,0.5,1.5,432.5,0,0,0
test,Croatia,2,0,3,0.3333333333,2,200,0,0,0
toutiao_ios,China,2,2,2,1,1,0,0,0,0
tram,Anguilla,2,0,5,0.2,3.4,387.4,0,0,0
tram,Malawi,2,0,2,0.5,1.5,12.5,0,0,0
tram,New Caledonia,2,1,3,0.6666666667,1.333333333,73.33333333,0,0,0
tram,Niger,2,0,5,0.8,1.2,240.2,0,0,0
tram,Papua New Guinea,2,1,2,0.5,2,19.5,0,0,0
tram,Svalbard & Jan Mayen,2,0,10,0.6,2.4,171.1,0,0,0
tram,Chad,2,1,5,0.8,1.2,17.2,0,0,0
tram,Vanuatu,2,0,5,0.2,5.2,188.8,0,0,0
tram,Yemen,2,0,3,0.6666666667,1.333333333,42.66666667,0,0,0
tramklm,Slovenia,2,1,2,1,1,0,0,0,0
twitter,Croatia,2,0,4,1,1,0,0,0,0
Twitter,United Kingdom,2,0,2,0.5,1.5,9.5,0,0,0
Twitter,India,2,2,2,1,1,0,0,0,0
web,Germany,2,0,4,0.75,6.25,196.5,0,0,0
web,Netherlands,2,0,3,0.3333333333,1.666666667,131,0,0,0
web,Norway,2,0,3,0.3333333333,1.666666667,9,0,0,0
website,Angola,2,0,3,0.6666666667,1.666666667,14,0,0,0
website,Burkina Faso,2,0,5,0.2,6.6,711.4,0,0,0
website,Bahamas,2,0,2,0,3.5,228,0,0,0
website,Côte d’Ivoire,2,0,4,0.25,3.5,118,0,0,0
website,Curaçao,2,0,2,0.5,5,87.5,0,0,0
website,Cayman Islands,2,0,8,0.25,7.625,453.125,0,0,0
website,Monaco,2,0,3,0.3333333333,2,7,0,0,0
website,Martinique,2,0,3,0,7.333333333,566.6666667,0,0,0
website,Mozambique,2,0,3,0.3333333333,7,183,0,0,0
website,French Polynesia,2,0,5,0.2,4,676.6,0,0,0
website,Rwanda,2,0,3,0,6,405.6666667,0,0,0
website,Somalia,2,0,2,0.5,2,186,0,0,0
website,Yemen,2,0,2,0.5,6,207.5,0,0,0
website,Mayotte,2,0,3,0,11,600.6666667,0,0,0
website,Zambia,2,0,2,0.5,5.5,1102.5,0,0,0
whitelabel,United Arab Emirates,2,0,5,0.2,6.6,910.2,0,0,0
whitelabel,Belgium,2,0,3,0,4.666666667,538.6666667,0,0,0
whitelabel,Colombia,2,0,3,0.6666666667,7,713,0,0,0
whitelabel,Czechia,2,0,39,0.4871794872,2,550.4615385,0,0,0
whitelabel,United Kingdom,2,0,3,0.3333333333,8,499.3333333,0,0,0
whitelabel,Morocco,2,0,2,0,4,229,0,0,0
whitelabel,Mexico,2,0,9,0.5555555556,1.333333333,200.7777778,0,0,0
whitelabel,Poland,2,0,9,0.3333333333,2.888888889,254.2222222,0,0,0
youtube,Canada,2,1,5,0,10.8,1192.4,0,0,0
zalo,France,2,2,5,0.4,2.6,69,0,0,0
zalo,South Korea,2,1,3,1,1,0,0,0,0
zalo,Myanmar (Burma),2,2,2,0.5,4,94,0,0,0
zalo,Malaysia,2,2,4,0.25,6.75,768,0.25,1,613.85
.../.../.../.../.../.../etc///passwd/,United Kingdom,1,0,1,1,1,0,0,0,0
"""><div2 onload",Netherlands,1,0,1,0,12,477,0,0,0
(none),Tuvalu,1,1,1,0,3,1657,0,0,0
(not set),American Samoa,1,0,1,0,2,2,0,0,0
(not set),Bhutan,1,1,1,0,0,0,0,0,0
(not set),Central African Republic,1,0,1,1,1,0,0,0,0
(not set),Congo - Brazzaville,1,1,1,0,0,0,0,0,0
(not set),Falkland Islands (Islas Malvinas),1,1,1,0,0,0,0,0,0
(not set),Micronesia,1,0,2,0.5,8,202.5,0,0,0
(not set),Lesotho,1,1,2,0.5,2,347,0,0,0
(not set),Montserrat,1,1,1,0,0,0,0,0,0
(not set),St. Pierre & Miquelon,1,0,1,0,0,463,0,0,0
(not set),Svalbard & Jan Mayen,1,0,4,0.25,2.75,120,0,0,0
(not set),Eswatini,1,1,1,0,0,0,0,0,0
(not set),Turkmenistan,1,1,1,0,1,2,0,0,0
(not set),Vatican City,1,1,1,0,0,0,0,0,0
1,United Kingdom,1,0,1,1,1,0,0,0,0
127.0.0.1,United Kingdom,1,0,1,1,1,0,0,0,0
a,United States,1,0,1,1,1,0,0,0,0
abicbe,Austria,1,1,1,1,1,0,0,0,0
abicbe,Finland,1,1,1,0,2,11,0,0,0
ads,Andorra,1,1,1,0,4,110,0,0,0
ads,Armenia,1,1,2,1,1,0,0,0,0
ads,Australia,1,1,3,0.3333333333,2.666666667,49.66666667,0,0,0
ads,French Guiana,1,1,2,0,5.5,404.5,0,0,0
ads,Gibraltar,1,1,2,0.5,3.5,60.5,0,0,0
ads,Guadeloupe,1,1,3,0.6666666667,3.666666667,48.66666667,0,0,0
ads,Jersey,1,1,1,0,2,4,0,0,0
ads,Kyrgyzstan,1,1,1,1,1,0,0,0,0
ads,Cambodia,1,1,1,0,3,60,0,0,0
ads,Lebanon,1,1,1,0,3,72,0,0,0
ads,Montenegro,1,1,1,0,3,81,0,0,0
ads,Singapore,1,1,1,0,2,2,0,0,0
ads,Togo,1,1,1,1,1,0,0,0,0
ads,Tajikistan,1,1,1,0,2,1,0,0,0
ads,Uganda,1,1,1,0,2,24,0,0,0
ads,Uruguay,1,1,1,1,1,0,0,0,0
ads,(not set),1,0,1,0,10,343,0,0,0
affiliate,Antigua & Barbuda,1,0,1,1,1,0,0,0,0
affiliate,Albania,1,1,1,0,11,122,0,0,0
affiliate,Bangladesh,1,0,1,1,1,0,0,0,0
affiliate,Bulgaria,1,0,1,0,4,999,1,1,146.81
affiliate,Curaçao,1,0,2,0,7.5,188,0,0,0
affiliate,Egypt,1,1,1,1,1,0,0,0,0
affiliate,Georgia,1,0,1,1,1,0,0,0,0
affiliate,Ghana,1,0,1,0,9,701,0,0,0
affiliate,Guatemala,1,0,1,1,1,0,0,0,0
affiliate,Hong Kong,1,0,1,1,1,0,0,0,0
affiliate,Hungary,1,0,1,0,6,77,0,0,0
affiliate,Iraq,1,0,1,1,1,0,0,0,0
affiliate,Iceland,1,0,1,1,1,0,0,0,0
affiliate,Jamaica,1,0,1,1,1,0,0,0,0
affiliate,St. Kitts & Nevis,1,0,1,0,2,29,0,0,0
affiliate,Kazakhstan,1,0,1,1,1,0,0,0,0
affiliate,Liberia,1,0,1,1,1,0,0,0,0
affiliate,North Macedonia,1,0,1,1,1,0,0,0,0
affiliate,Mongolia,1,0,6,0.6666666667,2.666666667,586.6666667,0.1666666667,1,1417.99
affiliate,Malta,1,0,1,0,8,296,0,0,0
affiliate,Oman,1,0,1,1,1,0,0,0,0
affiliate,Peru,1,0,2,0.5,1.5,9,0,0,0
affiliate,Puerto Rico,1,0,1,1,1,0,0,0,0
affiliate,Qatar,1,0,1,1,1,0,0,0,0
affiliate,Serbia,1,1,1,0,15,337,0,0,0
affiliate,Sweden,1,0,1,1,1,0,0,0,0
affiliate,Slovenia,1,1,1,0,2,24,0,0,0
affiliate,Slovakia,1,0,1,1,1,0,0,0,0
affiliate,Taiwan,1,1,1,1,1,0,0,0,0
affiliate,Zambia,1,0,1,1,1,0,0,0,0
app,Austria,1,1,1,1,1,0,0,0,0
app,Azerbaijan,1,0,7,0.5714285714,4.285714286,891,0,0,0
app,Brazil,1,1,1,0,1,19,0,0,0
app,Cyprus,1,1,1,1,1,0,0,0,0
app,Jordan,1,0,1,0,8,175,1,1,257.33
appbanner,Austria,1,0,4,0.5,1.75,301,0,0,0
article,Belgium,1,1,1,0,2,901,0,0,0
article,China,1,0,1,0,6,12,0,0,0
article,Colombia,1,0,1,1,1,0,0,0,0
article,Cyprus,1,0,1,1,1,0,0,0,0
article,Estonia,1,0,1,0,2,18,0,0,0
article,Iraq,1,0,1,0,4,72,0,0,0
article,South Korea,1,0,2,0.5,3,160,0,0,0
article,Kuwait,1,0,1,1,1,0,0,0,0
article,Morocco,1,0,1,0,3,64,0,0,0
article,Malaysia,1,0,8,0.25,2,267.375,0,0,0
article,Philippines,1,0,1,0,3,181,0,0,0
article,Poland,1,0,1,0,2,21,0,0,0
article,Paraguay,1,0,1,1,1,0,0,0,0
article,Singapore,1,0,1,0,3,231,0,0,0
article,Thailand,1,0,6,0.5,2.666666667,378.3333333,0.1666666667,1,620.04
article,Turkey,1,0,2,0,2,86.5,0,0,0
article,Venezuela,1,0,1,0,13,299,0,0,0
article,South Africa,1,0,1,0,3,70,0,0,0
article\u0078\u0079\u007a,United Kingdom,1,0,1,1,1,0,0,0,0
article\u0078\u0079\u007a,United States,1,0,1,1,1,0,0,0,0
articlexyz,Austria,1,0,1,1,1,0,0,0,0
articlexyz,United States,1,0,1,1,1,0,0,0,0
aticle,United Kingdom,1,0,1,1,1,0,0,0,0
aticle,(not set),1,0,1,0,1,0,0,0,0
author_bio,Spain,1,0,1,1,1,0,0,0,0
banner,Canada,1,1,1,1,1,0,0,0,0
banner,Greece,1,1,1,1,1,0,0,0,0
banner,Croatia,1,1,1,1,1,0,0,0,0
banner,Kenya,1,0,1,1,1,0,0,0,0
banner,Sri Lanka,1,0,2,0,1,98,0,0,0
banner,Latvia,1,1,1,0,5,53,0,0,0
banner,Romania,1,0,19,0.1052631579,2,795.8947368,0,0,0
banner,Saudi Arabia,1,1,1,1,1,0,0,0,0
banner,Slovakia,1,0,8,0.25,3.625,539.25,0,0,0
banner,Turkmenistan,1,1,1,1,1,0,0,0,0
banner,South Africa,1,1,1,1,1,0,0,0,0
blablaba,Croatia,1,0,1,0,2,31,0,0,0
bob,Australia,1,0,1,0,4,715,0,0,0
browser-notification,Bosnia & Herzegovina,1,0,27,0.07407407407,3.111111111,737,0,0,0
browser-notification,Belgium,1,0,2,0.5,1,0.5,0,0,0
browser-notification,Brazil,1,0,3,0.6666666667,2,141.6666667,0,0,0
browser-notification,Ecuador,1,0,6,0.3333333333,4.833333333,333.1666667,0,0,0
browser-notification,Estonia,1,0,11,0.1818181818,7,182.3636364,0,0,0
browser-notification,Egypt,1,0,6,0.1666666667,2.333333333,85,0,0,0
browser-notification,Finland,1,0,2,0.5,1,47,0,0,0
browser-notification,Iceland,1,0,1,0,13,5540,0,0,0
browser-notification,Japan,1,0,8,0,6.5,799.375,0.125,1,82
browser-notification,Lebanon,1,0,8,0.125,3.25,371.625,0,0,0
browser-notification,Morocco,1,0,116,0.5517241379,1.043103448,83.63793103,0,0,0
browser-notification,Montenegro,1,0,1,0,1,144,0,0,0
browser-notification,Malaysia,1,0,7,0.1428571429,1.571428571,597.2857143,0,0,0
browser-notification,Peru,1,0,2,0,1.5,1174.5,0,0,0
browser-notification,Somalia,1,0,5,0,2.6,389.4,0,0,0
browser-notification,Turkey,1,0,1,0,7,87,0,0,0
browser-notification,United States,1,0,1,1,1,0,0,0,0
browser-notification,(not set),1,0,9,0.1111111111,4,737.2222222,0,0,0
button,Afghanistan,1,0,1,1,1,0,0,0,0
button,Antigua & Barbuda,1,1,1,1,1,0,0,0,0
button,Angola,1,0,1,1,1,0,0,0,0
button,Aruba,1,1,1,0,6,106,0,0,0
button,Bahamas,1,0,1,0,3,81,0,0,0
button,Congo - Kinshasa,1,0,1,0,2,16,0,0,0
button,Côte d’Ivoire,1,0,4,0.25,4.25,99.5,0,0,0
button,Ethiopia,1,0,2,0,2.5,48,0,0,0
button,Gambia,1,0,1,0,30,484,0,0,0
button,Guadeloupe,1,0,3,0.6666666667,1.333333333,148,0,0,0
button,Haiti,1,1,3,0.3333333333,7,224,0,0,0
button,Jamaica,1,0,1,1,1,0,0,0,0
button,Cayman Islands,1,1,1,1,1,0,0,0,0
button,St. Lucia,1,1,1,1,1,0,0,0,0
button,Libya,1,1,2,0,4,26.5,0,0,0
button,Monaco,1,1,1,0,5,64,0,0,0
button,Mongolia,1,0,20,0.25,3.25,433.55,0.1,2,434.5
button,Northern Mariana Islands,1,1,1,1,1,0,0,0,0
button,New Caledonia,1,1,1,1,1,0,0,0,0
button,Panama,1,1,1,0,7,43,0,0,0
button,Réunion,1,0,1,0,2,13,0,0,0
button,Rwanda,1,0,2,0.5,4,173.5,0,0,0
button,Sudan,1,0,3,0,16,1534.333333,0,0,0
button,San Marino,1,1,2,0,10,52,0,0,0
button,São Tomé & Príncipe,1,0,1,0,2,20,0,0,0
button,Syria,1,1,7,0.2857142857,5.142857143,304.7142857,0,0,0
button,Tajikistan,1,0,1,0,9,121,0,0,0
button,Tanzania,1,0,2,0,3,637,0,0,0
button,Uganda,1,0,1,0,12,182,0,0,0
button,St. Vincent & Grenadines,1,1,1,0,3,14,0,0,0
button,Mayotte,1,0,1,0,6,68,0,0,0
button,Zambia,1,1,1,1,1,0,0,0,0
cgmai,United States,1,0,1,0,5,438,0,0,0
channel,Germany,1,1,1,1,1,0,0,0,0
channel,Spain,1,0,1,0,2,10,0,0,0
Chat,Slovakia,1,0,1,0,1,0,0,0,0
company_page,Belarus,1,0,1,1,1,0,0,0,0
company_page,Russia,1,0,1,0,12,1316,0,0,0
company_profile,Albania,1,0,1,1,1,0,0,0,0
company_profile,Armenia,1,0,2,0,4,73.5,0,0,0
company_profile,Azerbaijan,1,0,2,0.5,4,43,0,0,0
company_profile,Bangladesh,1,1,2,1,1,0,0,0,0
company_profile,Belize,1,1,1,0,2,127,0,0,0
company_profile,Georgia,1,0,1,1,1,0,0,0,0
company_profile,Guam,1,0,1,1,1,0,0,0,0
company_profile,Honduras,1,0,1,0,2,10,0,0,0
company_profile,Haiti,1,1,1,0,8,408,0,0,0
company_profile,Hungary,1,0,15,0.6666666667,2.733333333,242.3333333,0,0,0
company_profile,Iceland,1,0,1,1,1,0,0,0,0
company_profile,Jordan,1,1,1,1,1,0,0,0,0
company_profile,Cambodia,1,0,1,0,3,28,0,0,0
company_profile,Monaco,1,0,1,0,9,248,0,0,0
company_profile,Montenegro,1,0,1,0,7,575,0,0,0
company_profile,Malta,1,0,1,0,3,79,0,0,0
company_profile,Mauritius,1,1,1,1,1,0,0,0,0
company_profile,Maldives,1,0,1,1,1,0,0,0,0
company_profile,Nigeria,1,0,1,1,1,0,0,0,0
company_profile,Puerto Rico,1,0,1,1,1,0,0,0,0
company_profile,Qatar,1,0,1,1,1,0,0,0,0
company_profile,Senegal,1,0,1,0,7,339,0,0,0
company_profile,Trinidad & Tobago,1,1,1,0,2,0,0,0,0
company_profile,Uruguay,1,0,1,0,6,350,0,0,0
company_profile,Uzbekistan,1,0,3,0.3333333333,4.333333333,386,0,0,0
company_profile,Vietnam,1,0,1,0,2,45,0,0,0
core_mobile,Brazil,1,1,1,1,1,0,0,0,0
cpa,Peru,1,1,2,0,2,65,0,0,0
cpa,Russia,1,0,2,0,1.5,382.5,0,0,0
cpa,Thailand,1,0,1,0,5,863,0,0,0
cpc,British Indian Ocean Territory,1,1,1,1,1,0,0,0,0
cpc,Kiribati,1,1,1,0,5,40,0,0,0
cpc,North Korea,1,1,1,0,2,0,0,0,0
cpc,Norfolk Island,1,1,1,0,1,0,0,0,0
cpc,St. Helena,1,1,2,0.5,1.5,5,0,0,0
CPC,South Korea,1,0,1,1,1,0,0,0,0
"cpc,cpc",Afghanistan,1,1,1,0,10,157,0,0,0
"cpc,cpc",Antigua & Barbuda,1,1,1,1,1,0,0,0,0
"cpc,cpc",Aruba,1,1,1,1,1,0,0,0,0
"cpc,cpc",Bosnia & Herzegovina,1,1,1,1,1,0,0,0,0
"cpc,cpc",Barbados,1,1,1,1,1,0,0,0,0
"cpc,cpc",Benin,1,1,1,1,1,0,0,0,0
"cpc,cpc",Côte d’Ivoire,1,1,1,0,5,573,0,0,0
"cpc,cpc",China,1,1,1,0,2,2,0,0,0
"cpc,cpc",Cape Verde,1,0,15,0.06666666667,4.8,770.6666667,0,0,0
"cpc,cpc",Gabon,1,1,1,1,1,0,0,0,0
"cpc,cpc",Georgia,1,0,2,0.5,2,10,0,0,0
"cpc,cpc",Ghana,1,1,1,0,8,86,0,0,0
"cpc,cpc",Guinea,1,1,1,0,3,20,0,0,0
